onset	duration	trial_type	electrodes_involved_onset	electrodes_involved_offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	notes	status	status_description
177.7763671875	0.0002	electrical_stimulation	n/a	n/a	364086	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
182.12939453125	0.0002	electrical_stimulation	n/a	n/a	373001	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
186.7685546875	0.0002	electrical_stimulation	n/a	n/a	382502	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
190.7783203125	0.0002	electrical_stimulation	n/a	n/a	390714	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	bad	n/a
195.88134765625	0.0002	electrical_stimulation	n/a	n/a	401165	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
199.68359375	0.0002	electrical_stimulation	n/a	n/a	408952	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
204.5	0.0002	electrical_stimulation	n/a	n/a	418816	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
209.36572265625	0.0002	electrical_stimulation	n/a	n/a	428781	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	bad	onset off
214.00830078125	0.0002	electrical_stimulation	n/a	n/a	438289	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	big artifact ~0.5 fixed when referencing
219.65966796875	0.0002	electrical_stimulation	n/a	n/a	449863	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
231.64501953125	0.0002	electrical_stimulation	n/a	n/a	474409	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	bad	artifact ~1.4
237.9541015625	0.0002	electrical_stimulation	n/a	n/a	487330	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
241.98974609375	0.0002	electrical_stimulation	n/a	n/a	495595	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	n/a
246.701171875	0.0002	electrical_stimulation	n/a	n/a	505244	n/a	biphasic	LA1-LA2	1-2	6.0 mA	n/a	good	artif before stim
